season,district,site,field_lati,field_long,site_latit,site_longi,block_id,seed_id,seed_rate_,seed_cost_,yield_t.ha,EnvIndex_t,RelYield_%,profit_USD,wi1_4326,slope_deg_,sipi91_432,sipi81_432,sipi71_432,savi91_432,savi81_432,savi71_432,npcri91_43,npcri81_43,npcri71_43,ndwi91_432,ndwi81_432,ndwi71_432,ndvi71_432,gci91_4326,gci81_4326,gci71_4326,evi91_4326,evi81_4326,evi71_4326,Composit_1,Composit_2,Composit_3,Composit_4,Composit_5,Composit_6,Composit_7,Composit_8,Composit_9,Composit10,Composit11,Composit12,Composit13,Composit14,Composit15,Composit16,Composit17,Composit18,Composit19,Composit20,Composit21,Composit22,Composit23,Composit24,Composit25,Composit26,Composit27,Composit28,Composit29,Composit30,bsi91_4326,bsi81_4326,bsi71_4326,bi81_4326,bi71_4326,aspect1_43,arvi91_432,arvi81_432,ARVI71_432
LR2018,Ndalu,Lungai,0.783928000000000,34.899960000000000,0.779332000000000,34.903010000000002,"58188",scduma43,4.440000000000000,"32",4.850000000000000,4.595000000000000,5.549510000000000,1430.993999999999915,5.58726,6.23461,1.30262,1.23779,1.06714,0.30918,0.32310,1.06714,0.39970,0.32986,0.22449,-0.56975,-0.52856,-0.63611,0.73194,2.64847,2.24235,3.49613,0.29110,0.31600,0.52051,1750.00000,2620.00000,3031.00000,2740.00000,2875.00000,2501.00000,1413.00000,949.00000,751.00000,407.00000,1371.00000,2288.00000,3004.00000,2825.00000,2383.00000,1330.00000,2756.00000,450.00000,850.00000,893.00000,3489.00000,342.00000,776.00000,540.00000,1135.00000,2118.00000,3596.00000,3409.00000,2877.00000,1250.00000,0.28997,0.22481,0.06393,0.28971,0.35305,38.99099,0.24757,0.28446,0.56017
LR2018,Ndalu,Lungai,0.782838000000000,34.909080000000003,0.779332000000000,34.903010000000002,"58201",scduma43,6.660000000000000,"49",6.180000000000000,5.775000000000000,7.012987000000000,1869.994999999999891,8.86932,1.99208,1.17227,1.08712,1.05881,0.41424,0.46463,1.05881,0.34752,0.28000,0.25032,-0.60404,-0.65246,-0.68827,0.77296,3.05101,3.75472,4.41583,0.41451,0.47947,0.56631,1629.00000,2443.00000,3224.00000,3415.00000,3000.00000,2688.00000,1441.00000,855.00000,843.00000,414.00000,1235.00000,2128.00000,3263.00000,3011.00000,2611.00000,1392.00000,3276.00000,306.00000,689.00000,544.00000,3764.00000,289.00000,695.00000,482.00000,1110.00000,1948.00000,3680.00000,3523.00000,2882.00000,1197.00000,0.35204,0.10461,0.05184,0.33209,0.37947,35.53768,0.38256,0.53405,0.61571
LR2018,Ndalu,Lungai,0.780542000000000,34.903300000000002,0.779332000000000,34.903010000000002,"58248",scduma43,5.330000000000000,"39",6.930000000000000,6.297500000000000,10.043670000000001,2116.905999999999949,8.34799,4.18822,1.13182,1.08416,1.09231,0.45041,0.46145,1.09231,0.35857,0.25587,0.25904,-0.60612,-0.61327,-0.59497,0.69029,3.07766,3.17154,2.93786,0.45245,0.48049,0.48469,1809.00000,2797.00000,3229.00000,3413.00000,2885.00000,2652.00000,1567.00000,682.00000,837.00000,322.00000,1245.00000,2154.00000,3019.00000,2774.00000,2564.00000,1357.00000,3283.00000,333.00000,787.00000,562.00000,3422.00000,369.00000,869.00000,627.00000,1037.00000,1911.00000,3443.00000,3226.00000,2728.00000,1306.00000,0.34805,0.06421,0.06810,0.33308,0.34790,6.34019,0.46499,0.52574,0.50287
LR2018,Ndalu,Lungai,0.780525000000000,34.908720000000002,0.779332000000000,34.903010000000002,"58276",scduma43,6.660000000000000,"49",6.030000000000000,6.122500000000000,-1.510820000000000,1820.587999999999965,7.65484,4.18822,1.20685,1.13339,1.06037,0.35816,0.41143,1.06037,0.36264,0.33193,0.24031,-0.59911,-0.62193,-0.67380,0.76244,2.98892,3.29000,4.13112,0.34826,0.41066,0.54106,1755.00000,2596.00000,2792.00000,2880.00000,2684.00000,2299.00000,1353.00000,806.00000,722.00000,377.00000,1170.00000,2078.00000,2998.00000,2785.00000,2548.00000,1283.00000,3003.00000,318.00000,700.00000,634.00000,3561.00000,294.00000,694.00000,480.00000,944.00000,1842.00000,3536.00000,3409.00000,2862.00000,1131.00000,0.29907,0.15254,0.05450,0.30692,0.35932,83.65981,0.33785,0.44737,0.60125
LR2018,Ndalu,Lungai,0.773926000000000,34.899670000000000,0.779332000000000,34.903010000000002,"58318",scduma43,4.440000000000000,"32",4.520000000000000,4.107500000000000,10.042600000000000,1321.256000000000085,7.65943,1.46488,1.44067,1.22117,1.08814,0.27264,0.33922,1.08814,0.45385,0.31396,0.26591,-0.54061,-0.53283,-0.64760,0.70443,2.35358,2.28108,3.67540,0.24673,0.33693,0.46970,1688.00000,2550.00000,3058.00000,2760.00000,2911.00000,2513.00000,1383.00000,1142.00000,823.00000,429.00000,1244.00000,2127.00000,3061.00000,2639.00000,2431.00000,1314.00000,2930.00000,484.00000,893.00000,927.00000,3212.00000,323.00000,687.00000,557.00000,1039.00000,1886.00000,3149.00000,3054.00000,2465.00000,1158.00000,0.29869,0.22483,0.12317,0.30731,0.32599,71.56505,0.16536,0.29613,0.52076
LR2018,Ndalu,Lungai,0.779596000000000,34.895049999999998,0.779332000000000,34.903010000000002,"58328",scduma43,5.330000000000000,"39",4.780000000000000,4.347500000000000,9.948245999999999,1409.046000000000049,8.46415,3.73026,1.35580,1.12176,1.05584,0.29000,0.42549,1.05584,0.40172,0.29873,0.21364,-0.52636,-0.58678,-0.65227,0.75919,2.22261,2.84000,3.75152,0.27116,0.43306,0.58012,1908.00000,2863.00000,2996.00000,2765.00000,2808.00000,2516.00000,1679.00000,1059.00000,858.00000,452.00000,1161.00000,2058.00000,3082.00000,2878.00000,2568.00000,1417.00000,3168.00000,358.00000,825.00000,663.00000,3901.00000,346.00000,821.00000,534.00000,941.00000,1838.00000,3689.00000,3618.00000,3068.00000,1196.00000,0.29609,0.10618,0.03469,0.32366,0.39374,29.74488,0.20600,0.45342,0.59812
LR2018,Ndalu,Lungai,0.777256000000000,34.897520000000000,0.779332000000000,34.903010000000002,"58366",scduma43,4.440000000000000,"32",4.180000000000000,4.057500000000000,3.019100000000000,1211.492999999999938,5.76040,5.56178,1.40326,1.19633,1.09200,0.29481,0.36090,1.09200,0.41685,0.32401,0.28188,-0.52533,-0.55608,-0.63515,0.70502,2.21347,2.50530,3.48173,0.27423,0.35817,0.47743,2254.00000,3080.00000,3109.00000,3101.00000,2921.00000,2638.00000,1734.00000,1261.00000,965.00000,519.00000,1529.00000,2453.00000,2913.00000,2667.00000,2439.00000,1505.00000,2976.00000,435.00000,849.00000,852.00000,3312.00000,321.00000,739.00000,573.00000,1311.00000,2103.00000,3321.00000,2989.00000,2596.00000,1220.00000,0.33476,0.20506,0.09492,0.30956,0.33612,131.63354,0.17877,0.33372,0.52040
LR2018,Ndalu,Lungai,0.776575000000000,34.891060000000003,0.779332000000000,34.903010000000002,"58372",scduma43,5.330000000000000,"39",5.370000000000000,5.330000000000000,0.750469000000000,1601.112000000000080,7.79062,0.73256,1.59692,1.18095,1.06696,0.21518,0.38152,1.06696,0.45264,0.38357,0.25255,-0.49845,-0.59846,-0.65610,0.75070,1.98762,2.98085,3.81564,0.19072,0.37027,0.52073,1720.00000,2525.00000,2780.00000,2414.00000,2501.00000,2275.00000,1429.00000,1181.00000,808.00000,445.00000,981.00000,1874.00000,3319.00000,2966.00000,2588.00000,1210.00000,2910.00000,319.00000,731.00000,716.00000,3448.00000,293.00000,716.00000,491.00000,917.00000,1780.00000,3536.00000,3360.00000,2857.00000,1137.00000,0.26874,0.17214,0.04533,0.29968,0.34828,71.56505,0.09519,0.38554,0.58416
LR2018,Ndalu,Lungai,0.786889000000000,34.900129999999997,0.779332000000000,34.903010000000002,"58401",scduma43,5.330000000000000,"39",5.070000000000000,4.865000000000000,4.213772000000000,1502.323000000000093,11.38035,1.63770,1.14564,1.11153,1.05195,0.39814,0.39421,1.05195,0.31584,0.31818,0.17604,-0.59450,-0.62713,-0.65800,0.74237,2.93220,3.36379,3.84799,0.39923,0.39020,0.50913,1441.00000,2354.00000,3000.00000,3016.00000,2879.00000,2550.00000,1365.00000,702.00000,767.00000,365.00000,1021.00000,1813.00000,2590.00000,2481.00000,2157.00000,1108.00000,2627.00000,255.00000,602.00000,493.00000,3253.00000,337.00000,671.00000,481.00000,1093.00000,1931.00000,3252.00000,3015.00000,2498.00000,1173.00000,0.30966,0.10815,0.09872,0.26729,0.32884,135.00000,0.41317,0.49018,0.57733
LR2018,Ndalu,Lungai,0.793644000000000,34.896999999999998,0.779332000000000,34.903010000000002,"58421",scduma43,7.140000000000000,"52",5.250000000000000,4.765000000000000,10.178380000000001,1562.679000000000087,6.50814,2.63956,1.11813,1.06795,1.08857,0.42337,0.40729,1.08857,0.24187,0.13128,0.25523,-0.58614,-0.60521,-0.66791,0.69659,2.83257,3.06596,4.02246,0.44585,0.44981,0.48215,1608.00000,2569.00000,3517.00000,3365.00000,3205.00000,2808.00000,1488.00000,783.00000,878.00000,478.00000,1154.00000,2001.00000,2980.00000,2856.00000,2359.00000,1164.00000,3082.00000,536.00000,758.00000,698.00000,3355.00000,356.00000,668.00000,600.00000,1025.00000,1828.00000,3239.00000,3102.00000,2625.00000,1035.00000,0.34549,0.23896,0.17734,0.31601,0.34082,254.74489,0.42097,0.44316,0.51130
LR2018,Ndalu,Lungai,0.789912000000000,34.903480000000002,0.779332000000000,34.903010000000002,"58423",scduma43,6.660000000000000,"49",4.570000000000000,4.050000000000000,12.839510000000001,1337.715999999999894,6.37401,3.01779,1.16688,1.13844,1.07980,0.38586,0.33813,1.07980,0.29565,0.28605,0.24281,-0.55971,-0.58288,-0.63324,0.70999,2.54251,2.79479,3.45315,0.39179,0.33288,0.47361,1553.00000,2519.00000,3087.00000,3167.00000,2864.00000,2532.00000,1498.00000,848.00000,894.00000,461.00000,961.00000,1821.00000,2756.00000,2502.00000,2198.00000,1197.00000,2330.00000,307.00000,614.00000,553.00000,3184.00000,329.00000,715.00000,540.00000,882.00000,1729.00000,3341.00000,3137.00000,2628.00000,1096.00000,0.32786,0.16689,0.09722,0.23947,0.32295,175.60129,0.36289,0.40903,0.52972
LR2018,Ndalu,Lungai,0.789662000000000,34.905340000000002,0.779332000000000,34.903010000000002,"58424",scduma43,4.440000000000000,"32",4.520000000000000,4.552500000000000,-0.713890000000000,1321.256000000000085,10.95681,1.38974,1.30868,1.09282,1.07406,0.31513,0.44689,1.07406,0.40000,0.28830,0.26439,-0.56749,-0.64628,-0.67025,0.73845,2.62421,3.65419,4.06516,0.29747,0.45654,0.52537,1813.00000,2712.00000,3067.00000,2874.00000,2808.00000,2493.00000,1516.00000,1008.00000,793.00000,432.00000,1239.00000,2121.00000,3149.00000,2920.00000,2609.00000,1226.00000,3109.00000,295.00000,668.00000,534.00000,3576.00000,313.00000,706.00000,538.00000,1206.00000,2045.00000,3468.00000,3277.00000,2786.00000,1253.00000,0.30456,0.10755,0.09313,0.31545,0.36162,180.00000,0.24239,0.52236,0.56657
LR2018,Ndalu,Lungai,0.795118000000000,34.904150000000001,0.779332000000000,34.903010000000002,"58444",scduma43,7.140000000000000,"52",9.449999999999999,8.815000000000000,7.203630000000000,2945.501999999999953,6.40432,2.92785,1.42437,1.21311,1.07991,0.27254,0.33578,1.07991,0.44466,0.36101,0.25610,-0.51301,-0.54993,-0.64857,0.71843,2.10690,2.44372,3.69104,0.24782,0.32362,0.47112,1963.00000,2880.00000,2810.00000,2703.00000,2648.00000,2476.00000,1638.00000,1103.00000,870.00000,424.00000,1280.00000,2132.00000,2832.00000,2572.00000,2316.00000,1306.00000,2631.00000,354.00000,764.00000,754.00000,3143.00000,305.00000,670.00000,515.00000,929.00000,1778.00000,3284.00000,3081.00000,2548.00000,1057.00000,0.29194,0.18376,0.10067,0.27369,0.31849,341.56506,0.17270,0.32873,0.53997
LR2018,Ndalu,Lungai,0.793442000000000,34.903320000000001,0.779332000000000,34.903010000000002,"58472",scduma43,5.330000000000000,"39",4.950000000000000,4.437500000000000,11.549300000000001,1463.914999999999964,8.17617,1.99208,1.12214,1.05799,1.03853,0.44347,0.47704,1.03853,0.34707,0.26863,0.18944,-0.65865,-0.72181,-0.73376,0.80519,3.85907,5.18941,5.51193,0.44529,0.48947,0.56985,1358.00000,2376.00000,3192.00000,3241.00000,2982.00000,2626.00000,1314.00000,621.00000,667.00000,301.00000,932.00000,1830.00000,3047.00000,2735.00000,2416.00000,1021.00000,3039.00000,211.00000,491.00000,366.00000,3549.00000,261.00000,545.00000,383.00000,846.00000,1749.00000,3723.00000,3533.00000,2853.00000,1043.00000,0.33000,0.08052,0.08326,0.30610,0.35696,125.53768,0.48077,0.63235,0.66521
LR2018,Ndalu,Lungai,0.804071000000000,34.893619999999999,0.779332000000000,34.903010000000002,"58552",scduma43,6.660000000000000,"49",6.030000000000000,5.762500000000000,4.642082000000000,1820.587999999999965,7.79062,0.73256,1.17343,1.14439,1.07616,0.39279,0.35940,1.07616,0.35512,0.30786,0.24180,-0.60468,-0.58362,-0.64855,0.71884,3.05921,2.80328,3.69069,0.38764,0.35461,0.47166,1686.00000,2601.00000,3060.00000,3085.00000,2914.00000,2745.00000,1479.00000,767.00000,760.00000,365.00000,1174.00000,2055.00000,2608.00000,2389.00000,2149.00000,1169.00000,2552.00000,317.00000,671.00000,599.00000,3124.00000,312.00000,666.00000,511.00000,1022.00000,1896.00000,3186.00000,3087.00000,2481.00000,1127.00000,0.31789,0.15438,0.10544,0.26214,0.31655,251.56505,0.38443,0.41087,0.54150
LR2018,Ndalu,Lungai,0.779355000000000,34.908920000000002,0.779332000000000,34.903010000000002,"58572",scduma43,6.660000000000000,"49",11.020000000000000,9.647500000000001,14.226480000000000,3461.320000000000164,8.18987,0.98279,1.25846,1.17634,1.06509,0.31799,0.33696,1.06509,0.37702,0.34486,0.23463,-0.55614,-0.58475,-0.66543,0.74488,2.50594,2.81633,3.97781,0.30308,0.32558,0.51196,1904.00000,2831.00000,2837.00000,2654.00000,2618.00000,2450.00000,1366.00000,851.00000,757.00000,385.00000,1184.00000,2014.00000,2315.00000,2066.00000,1852.00000,1091.00000,2431.00000,303.00000,637.00000,622.00000,3365.00000,305.00000,676.00000,492.00000,981.00000,1855.00000,3484.00000,3290.00000,2708.00000,1097.00000,0.27871,0.18438,0.08215,0.25093,0.34008,45.00000,0.28201,0.37456,0.57714
LR2018,Ndalu,Lungai,0.782286000000000,34.902189999999997,0.779332000000000,34.903010000000002,"58582",scduma43,6.660000000000000,"49",4.320000000000000,3.962500000000000,9.022081999999999,1255.387999999999920,7.83320,4.90243,1.53722,1.08395,1.07120,0.22714,0.46012,1.07120,0.43695,0.26340,0.24720,-0.50598,-0.60417,-0.63948,0.73572,2.04845,3.05263,3.54759,0.20388,0.47676,0.49781,1977.00000,2785.00000,2686.00000,2454.00000,2533.00000,2258.00000,1386.00000,1151.00000,805.00000,451.00000,1078.00000,2025.00000,3125.00000,2882.00000,2560.00000,1256.00000,3234.00000,316.00000,798.00000,542.00000,3297.00000,303.00000,725.00000,502.00000,1025.00000,1940.00000,3434.00000,3234.00000,2706.00000,1187.00000,0.27105,0.03623,0.05229,0.32791,0.33350,8.13010,0.11581,0.53215,0.56386
LR2018,Ndalu,Lungai,0.782286000000000,34.902189999999997,0.779332000000000,34.903010000000002,"58582",scduma43,7.140000000000000,"52",5.200000000000000,3.962500000000000,31.230280000000000,1546.218000000000075,7.83320,4.90243,1.53722,1.08395,1.07120,0.22714,0.46012,1.07120,0.43695,0.26340,0.24720,-0.50598,-0.60417,-0.63948,0.73572,2.04845,3.05263,3.54759,0.20388,0.47676,0.49781,1977.00000,2785.00000,2686.00000,2454.00000,2533.00000,2258.00000,1386.00000,1151.00000,805.00000,451.00000,1078.00000,2025.00000,3125.00000,2882.00000,2560.00000,1256.00000,3234.00000,316.00000,798.00000,542.00000,3297.00000,303.00000,725.00000,502.00000,1025.00000,1940.00000,3434.00000,3234.00000,2706.00000,1187.00000,0.27105,0.03623,0.05229,0.32791,0.33350,8.13010,0.11581,0.53215,0.56386
LR2018,Ndalu,Lungai,0.781454000000000,34.909059999999997,0.779332000000000,34.903010000000002,"60338",scduma43,4.440000000000000,"32",4.700000000000000,4.832500000000000,-2.741850000000000,1381.611000000000104,6.96629,1.67011,1.62709,1.15208,1.06797,0.19724,0.35591,1.06797,0.46814,0.33182,0.23218,-0.50299,-0.59669,-0.63581,0.73492,2.02405,2.95893,3.49168,0.17256,0.34740,0.52254,2114.00000,2726.00000,2267.00000,2138.00000,2042.00000,1861.00000,1292.00000,1060.00000,707.00000,384.00000,1217.00000,2098.00000,3085.00000,2878.00000,2662.00000,1220.00000,2506.00000,294.00000,633.00000,586.00000,3508.00000,334.00000,781.00000,536.00000,1109.00000,1971.00000,3536.00000,3331.00000,2863.00000,1271.00000,0.23863,0.16325,0.05391,0.25736,0.35487,56.30993,0.08660,0.40987,0.56370
LR2018,Ndalu,Lungai,0.781673000000000,34.902059999999999,0.779332000000000,34.903010000000002,"64011",scduma43,7.140000000000000,"52",6.480000000000000,6.122500000000000,5.839118000000000,1968.759000000000015,6.13901,3.81512,1.17708,1.16402,1.08125,0.38814,0.37788,1.08125,0.34228,0.30723,0.29319,-0.57523,-0.55323,-0.66164,0.73618,2.70848,2.47658,3.91088,0.38492,0.37884,0.48573,1831.00000,2875.00000,3222.00000,3104.00000,2951.00000,2699.00000,1575.00000,800.00000,837.00000,392.00000,1343.00000,2262.00000,3066.00000,2865.00000,2614.00000,1415.00000,2969.00000,407.00000,854.00000,768.00000,3251.00000,270.00000,662.00000,494.00000,959.00000,1847.00000,3343.00000,3158.00000,2587.00000,1060.00000,0.32054,0.15821,0.07153,0.30667,0.32883,345.96375,0.37206,0.37459,0.56177
LR2018,Ndalu,Lungai,0.787974000000000,34.903910000000003,0.779332000000000,34.903010000000002,"65997",scduma43,7.140000000000000,"52",6.520000000000000,6.027500000000000,8.170883000000000,1979.732999999999947,9.15826,4.09817,1.35123,1.24929,1.07283,0.27522,0.27421,1.07283,0.40613,0.37222,0.24603,-0.54218,-0.55977,-0.65255,0.73055,2.36856,2.54310,3.75629,0.25514,0.25662,0.46560,1717.00000,2613.00000,2828.00000,2486.00000,2650.00000,2313.00000,1371.00000,940.00000,738.00000,397.00000,1026.00000,1840.00000,2509.00000,2324.00000,2063.00000,979.00000,2055.00000,296.00000,580.00000,647.00000,3025.00000,285.00000,636.00000,471.00000,876.00000,1762.00000,3221.00000,3109.00000,2537.00000,934.00000,0.26578,0.23835,0.08621,0.21544,0.30614,163.61046,0.21058,0.28999,0.55691
