season,district,site,field_lati,field_long,site_latit,site_longi,block_id,seed_id,seed_rate_,seed_cost_,yield_t_ha,EnvIndex_t,RelYield__,profit_USD,wi,slope,sipi91_432,sipi8,sipi7,savi9,savi81_432,savi7,npcri9,npcri8,nprci7,ndwi9,ndwi8,ndwi7,ndvi7,gci9,gci8,gci7,evi9,evi8,evi7,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,bsi9,bsi8,bsi7,bi8,bi7,aspect,arvi9,arvi8,arvi7,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
LR2018,Ndalu,Lungai,0.783928,34.89996,0.779332,34.90301,58188,scduma43,4.44,32,4.85,4.595,5.54951,1430.994,5.58726,6.23461,1.30262,1.23779,1.06714,0.30918,0.3231,1.06714,0.3997,0.32986,0.22449,-0.56975,-0.52856,-0.63611,0.73194,2.64847,2.24235,3.49613,0.2911,0.316,0.52051,1750,2620,3031,2740,2875,2501,1413,949,751,407,1371,2288,3004,2825,2383,1330,2756,450,850,893,3489,342,776,540,1135,2118,3596,3409,2877,1250,0.28997,0.22481,0.06393,0.28971,0.35305,38.99099,0.24757,0.28446,0.56017,-15.27942,-7.5959,-15.77963,-11.98616,-16.78943,-12.91658,7.68352,2.01153,3.79348,3.79348,3.87285,1.29984,0,0,0,0,0,0,0,0,0,0,-15.27942,-7.5959,-15.77963,-11.98616,-16.78943,-12.91658,7.68352,2.01153,3.79348,3.79348,3.87285,1.29984,9186,6766,3653,2141,2645,4143,1871,1921,520,578
LR2018,Ndalu,Lungai,0.782838,34.90908,0.779332,34.90301,58201,scduma43,6.66,49,6.18,5.775,7.012987,1869.995,8.86932,1.99208,1.17227,1.08712,1.05881,0.41424,0.46463,1.05881,0.34752,0.28,0.25032,-0.60404,-0.65246,-0.68827,0.77296,3.05101,3.75472,4.41583,0.41451,0.47947,0.56631,1629,2443,3224,3415,3000,2688,1441,855,843,414,1235,2128,3263,3011,2611,1392,3276,306,689,544,3764,289,695,482,1110,1948,3680,3523,2882,1197,0.35204,0.10461,0.05184,0.33209,0.37947,35.53768,0.38256,0.53405,0.61571,-14.4666,-8.28322,-13.3568,-9.30313,-13.60921,-10.2095,6.18338,1.7465,4.05368,4.05368,3.39971,1.33299,0,0,0,0,0,0,0,0,0,0,-14.4666,-8.28322,-13.3568,-9.30313,-13.60921,-10.2095,6.18338,1.7465,4.05368,4.05368,3.39971,1.33299,10046,6790,3606,2432,2453,4071,1685,1968,437,674
LR2018,Ndalu,Lungai,0.780542,34.9033,0.779332,34.90301,58248,scduma43,5.33,39,6.93,6.2975,10.04367,2116.906,8.34799,4.18822,1.13182,1.08416,1.09231,0.45041,0.46145,1.09231,0.35857,0.25587,0.25904,-0.60612,-0.61327,-0.59497,0.69029,3.07766,3.17154,2.93786,0.45245,0.48049,0.48469,1809,2797,3229,3413,2885,2652,1567,682,837,322,1245,2154,3019,2774,2564,1357,3283,333,787,562,3422,369,869,627,1037,1911,3443,3226,2728,1306,0.34805,0.06421,0.0681,0.33308,0.3479,6.34019,0.46499,0.52574,0.50287,-13.73958,-8.87581,-14.98102,-8.41768,-14.8246,-9.17676,4.86377,1.54798,6.56334,6.56334,5.64785,1.61545,0,0,0,0,0,0,0,0,0,0,-13.73958,-8.87581,-14.98102,-8.41768,-14.8246,-9.17676,4.86377,1.54798,6.56334,6.56334,5.64785,1.61545,9638,7017,3173,2306,2373,4228,1492,2023,199,795
LR2018,Ndalu,Lungai,0.780525,34.90872,0.779332,34.90301,58276,scduma43,6.66,49,6.03,6.1225,-1.51082,1820.588,7.65484,4.18822,1.20685,1.13339,1.06037,0.35816,0.41143,1.06037,0.36264,0.33193,0.24031,-0.59911,-0.62193,-0.6738,0.76244,2.98892,3.29,4.13112,0.34826,0.41066,0.54106,1755,2596,2792,2880,2684,2299,1353,806,722,377,1170,2078,2998,2785,2548,1283,3003,318,700,634,3561,294,694,480,944,1842,3536,3409,2862,1131,0.29907,0.15254,0.0545,0.30692,0.35932,83.65981,0.33785,0.44737,0.60125,-13.03505,-7.85472,-11.94681,-7.35066,-16.20011,-8.50151,5.18033,1.65952,4.59614,4.59614,7.6986,1.90556,0,0,0,0,0,0,0,0,0,0,-13.03505,-7.85472,-11.94681,-7.35066,-16.20011,-8.50151,5.18033,1.65952,4.59614,4.59614,7.6986,1.90556,9331,6633,3850,2172,2474,4135,1823,1874,486,607
LR2018,Ndalu,Lungai,0.773926,34.89967,0.779332,34.90301,58318,scduma43,4.44,32,4.52,4.1075,10.0426,1321.256,7.65943,1.46488,1.44067,1.22117,1.08814,0.27264,0.33922,1.08814,0.45385,0.31396,0.26591,-0.54061,-0.53283,-0.6476,0.70443,2.35358,2.28108,3.6754,0.24673,0.33693,0.4697,1688,2550,3058,2760,2911,2513,1383,1142,823,429,1244,2127,3061,2639,2431,1314,2930,484,893,927,3212,323,687,557,1039,1886,3149,3054,2465,1158,0.29869,0.22483,0.12317,0.30731,0.32599,71.56505,0.16536,0.29613,0.52076,-14.44068,-6.42784,-13.49114,-7.83012,-13.15949,-9.94009,8.01284,2.24658,5.66101,5.66101,3.2194,1.32388,0,0,0,0,0,0,0,0,0,0,-14.44068,-6.42784,-13.49114,-7.83012,-13.15949,-9.94009,8.01284,2.24658,5.66101,5.66101,3.2194,1.32388,8862,6876,3261,2230,2414,4006,1776,1766,507,476
LR2018,Ndalu,Lungai,0.779596,34.89505,0.779332,34.90301,58328,scduma43,5.33,39,4.78,4.3475,9.948246,1409.046,8.46415,3.73026,1.3558,1.12176,1.05584,0.29,0.42549,1.05584,0.40172,0.29873,0.21364,-0.52636,-0.58678,-0.65227,0.75919,2.22261,2.84,3.75152,0.27116,0.43306,0.58012,1908,2863,2996,2765,2808,2516,1679,1059,858,452,1161,2058,3082,2878,2568,1417,3168,358,825,663,3901,346,821,534,941,1838,3689,3618,3068,1196,0.29609,0.10618,0.03469,0.32366,0.39374,29.74488,0.206,0.45342,0.59812,-13.8962,-7.53613,-13.33834,-8.29225,-14.49112,-9.42655,6.36007,1.84394,5.04609,5.04609,5.06457,1.53727,0,0,0,0,0,0,0,0,0,0,-13.8962,-7.53613,-13.33834,-8.29225,-14.49112,-9.42655,6.36007,1.84394,5.04609,5.04609,5.06457,1.53727,9457,7140,3934,2377,2335,4061,1896,1942,325,657
LR2018,Ndalu,Lungai,0.777256,34.89752,0.779332,34.90301,58366,scduma43,4.44,32,4.18,4.0575,3.0191,1211.493,5.7604,5.56178,1.40326,1.19633,1.092,0.29481,0.3609,1.092,0.41685,0.32401,0.28188,-0.52533,-0.55608,-0.63515,0.70502,2.21347,2.5053,3.48173,0.27423,0.35817,0.47743,2254,3080,3109,3101,2921,2638,1734,1261,965,519,1529,2453,2913,2667,2439,1505,2976,435,849,852,3312,321,739,573,1311,2103,3321,2989,2596,1220,0.33476,0.20506,0.09492,0.30956,0.33612,131.63354,0.17877,0.33372,0.5204,-14.17005,-9.16115,-12.09251,-8.24192,-13.65935,-10.08122,5.0089,1.54675,3.85059,3.85059,3.57813,1.35493,0,0,0,0,0,0,0,0,0,0,-14.17005,-9.16115,-12.09251,-8.24192,-13.65935,-10.08122,5.0089,1.54675,3.85059,3.85059,3.57813,1.35493,9082,7660,3258,2283,2253,4204,1723,1907,536,603
LR2018,Ndalu,Lungai,0.776575,34.89106,0.779332,34.90301,58372,scduma43,5.33,39,5.37,5.33,0.750469,1601.112,7.79062,0.73256,1.59692,1.18095,1.06696,0.21518,0.38152,1.06696,0.45264,0.38357,0.25255,-0.49845,-0.59846,-0.6561,0.7507,1.98762,2.98085,3.81564,0.19072,0.37027,0.52073,1720,2525,2780,2414,2501,2275,1429,1181,808,445,981,1874,3319,2966,2588,1210,2910,319,731,716,3448,293,716,491,917,1780,3536,3360,2857,1137,0.26874,0.17214,0.04533,0.29968,0.34828,71.56505,0.09519,0.38554,0.58416,-14.48404,-9.01536,-14.27269,-9.05577,-15.29354,-10.37281,5.46868,1.6066,5.21692,5.21692,4.92074,1.47439,0,0,0,0,0,0,0,0,0,0,-14.48404,-9.01536,-14.27269,-9.05577,-15.29354,-10.37281,5.46868,1.6066,5.21692,5.21692,4.92074,1.47439,8952,6801,4486,1695,1991,3916,1896,1787,554,647
LR2018,Ndalu,Lungai,0.786889,34.90013,0.779332,34.90301,58401,scduma43,5.33,39,5.07,4.865,4.213772,1502.323,11.38035,1.6377,1.14564,1.11153,1.05195,0.39814,0.39421,1.05195,0.31584,0.31818,0.17604,-0.5945,-0.62713,-0.658,0.74237,2.9322,3.36379,3.84799,0.39923,0.3902,0.50913,1441,2354,3000,3016,2879,2550,1365,702,767,365,1021,1813,2590,2481,2157,1108,2627,255,602,493,3253,337,671,481,1093,1931,3252,3015,2498,1173,0.30966,0.10815,0.09872,0.26729,0.32884,135,0.41317,0.49018,0.57733,-15.05187,-9.01728,-13.58373,-7.94241,-9.80266,-8.4835,6.03459,1.66922,5.64132,5.64132,1.31916,1.1555,0,0,0,0,0,0,0,0,0,0,-15.05187,-9.01728,-13.58373,-7.94241,-9.80266,-8.4835,6.03459,1.66922,5.64132,5.64132,1.31916,1.1555,8733,6223,3032,2486,2798,4027,1631,2206,360,624
LR2018,Ndalu,Lungai,0.793644,34.897,0.779332,34.90301,58421,scduma43,7.14,52,5.25,4.765,10.17838,1562.679,6.50814,2.63956,1.11813,1.06795,1.08857,0.42337,0.40729,1.08857,0.24187,0.13128,0.25523,-0.58614,-0.60521,-0.66791,0.69659,2.83257,3.06596,4.02246,0.44585,0.44981,0.48215,1608,2569,3517,3365,3205,2808,1488,783,878,478,1154,2001,2980,2856,2359,1164,3082,536,758,698,3355,356,668,600,1025,1828,3239,3102,2625,1035,0.34549,0.23896,0.17734,0.31601,0.34082,254.74489,0.42097,0.44316,0.5113,-12.35328,-5.94398,-13.15362,-8.48474,-13.40054,-9.86137,6.4093,2.07829,4.66887,4.66887,3.53917,1.35889,0,0,0,0,0,0,0,0,0,0,-12.35328,-5.94398,-13.15362,-8.48474,-13.40054,-9.86137,6.4093,2.07829,4.66887,4.66887,3.53917,1.35889,9602,6620,2622,2643,2370,4183,1572,2047,478,688
LR2018,Ndalu,Lungai,0.789912,34.90348,0.779332,34.90301,58423,scduma43,6.66,49,4.57,4.05,12.83951,1337.716,6.37401,3.01779,1.16688,1.13844,1.0798,0.38586,0.33813,1.0798,0.29565,0.28605,0.24281,-0.55971,-0.58288,-0.63324,0.70999,2.54251,2.79479,3.45315,0.39179,0.33288,0.47361,1553,2519,3087,3167,2864,2532,1498,848,894,461,961,1821,2756,2502,2198,1197,2330,307,614,553,3184,329,715,540,882,1729,3341,3137,2628,1096,0.32786,0.16689,0.09722,0.23947,0.32295,175.60129,0.36289,0.40903,0.52972,-12.31896,-7.18346,-12.81917,-6.62892,-14.18835,-9.80081,5.1355,1.71491,6.19024,6.19024,4.38754,1.44767,0,0,0,0,0,0,0,0,0,0,-12.31896,-7.18346,-12.81917,-6.62892,-14.18835,-9.80081,5.1355,1.71491,6.19024,6.19024,4.38754,1.44767,8625,6278,3181,2709,2652,3824,1875,2088,380,860
LR2018,Ndalu,Lungai,0.789662,34.90534,0.779332,34.90301,58424,scduma43,4.44,32,4.52,4.5525,-0.71389,1321.256,10.95681,1.38974,1.30868,1.09282,1.07406,0.31513,0.44689,1.07406,0.4,0.2883,0.26439,-0.56749,-0.64628,-0.67025,0.73845,2.62421,3.65419,4.06516,0.29747,0.45654,0.52537,1813,2712,3067,2874,2808,2493,1516,1008,793,432,1239,2121,3149,2920,2609,1226,3109,295,668,534,3576,313,706,538,1206,2045,3468,3277,2786,1253,0.30456,0.10755,0.09313,0.31545,0.36162,180,0.24239,0.52236,0.56657,-14.1141,-8.89426,-16.04054,-9.11685,-14.43237,-9.21432,5.21984,1.58688,6.92369,6.92369,5.21806,1.5663,0,0,0,0,0,0,0,0,0,0,-14.1141,-8.89426,-16.04054,-9.11685,-14.43237,-9.21432,5.21984,1.58688,6.92369,6.92369,5.21806,1.5663,9459,6986,3549,2054,2345,4098,1786,2182,490,589
LR2018,Ndalu,Lungai,0.795118,34.90415,0.779332,34.90301,58444,scduma43,7.14,52,9.45,8.815,7.20363,2945.502,6.40432,2.92785,1.42437,1.21311,1.07991,0.27254,0.33578,1.07991,0.44466,0.36101,0.2561,-0.51301,-0.54993,-0.64857,0.71843,2.1069,2.44372,3.69104,0.24782,0.32362,0.47112,1963,2880,2810,2703,2648,2476,1638,1103,870,424,1280,2132,2832,2572,2316,1306,2631,354,764,754,3143,305,670,515,929,1778,3284,3081,2548,1057,0.29194,0.18376,0.10067,0.27369,0.31849,341.56506,0.1727,0.32873,0.53997,-15.84229,-7.8663,-13.06845,-9.19225,-14.46997,-8.82746,7.97599,2.01394,3.87621,3.87621,5.64251,1.6392,0,0,0,0,0,0,0,0,0,0,-15.84229,-7.8663,-13.06845,-9.19225,-14.46997,-8.82746,7.97599,2.01394,3.87621,3.87621,5.64251,1.6392,8802,6765,3478,2477,2303,3995,1907,1981,408,619
LR2018,Ndalu,Lungai,0.793442,34.90332,0.779332,34.90301,58472,scduma43,5.33,39,4.95,4.4375,11.5493,1463.915,8.17617,1.99208,1.12214,1.05799,1.03853,0.44347,0.47704,1.03853,0.34707,0.26863,0.18944,-0.65865,-0.72181,-0.73376,0.80519,3.85907,5.18941,5.51193,0.44529,0.48947,0.56985,1358,2376,3192,3241,2982,2626,1314,621,667,301,932,1830,3047,2735,2416,1021,3039,211,491,366,3549,261,545,383,846,1749,3723,3533,2853,1043,0.33,0.08052,0.08326,0.3061,0.35696,125.53768,0.48077,0.63235,0.66521,-13.06582,-8.87972,-13.43956,-8.48401,-14.19696,-8.19871,4.18609,1.47142,4.95555,4.95555,5.99825,1.73161,0,0,0,0,0,0,0,0,0,0,-13.06582,-8.87972,-13.43956,-8.48401,-14.19696,-8.19871,4.18609,1.47142,4.95555,4.95555,5.99825,1.73161,9791,6076,3472,2678,2609,4093,1767,2082,474,738
LR2018,Ndalu,Lungai,0.804071,34.89362,0.779332,34.90301,58552,scduma43,6.66,49,6.03,5.7625,4.642082,1820.588,7.79062,0.73256,1.17343,1.14439,1.07616,0.39279,0.3594,1.07616,0.35512,0.30786,0.2418,-0.60468,-0.58362,-0.64855,0.71884,3.05921,2.80328,3.69069,0.38764,0.35461,0.47166,1686,2601,3060,3085,2914,2745,1479,767,760,365,1174,2055,2608,2389,2149,1169,2552,317,671,599,3124,312,666,511,1022,1896,3186,3087,2481,1127,0.31789,0.15438,0.10544,0.26214,0.31655,251.56505,0.38443,0.41087,0.5415,-14.00719,-8.04988,-11.81418,-7.09596,-14.12683,-7.83855,5.9573,1.74005,4.71822,4.71822,6.28828,1.80223,0,0,0,0,0,0,0,0,0,0,-14.00719,-8.04988,-11.81418,-7.09596,-14.12683,-7.83855,5.9573,1.74005,4.71822,4.71822,6.28828,1.80223,8662,6605,2964,2656,2646,4181,1770,2043,364,629
LR2018,Ndalu,Lungai,0.779355,34.90892,0.779332,34.90301,58572,scduma43,6.66,49,11.02,9.6475,14.22648,3461.32,8.18987,0.98279,1.25846,1.17634,1.06509,0.31799,0.33696,1.06509,0.37702,0.34486,0.23463,-0.55614,-0.58475,-0.66543,0.74488,2.50594,2.81633,3.97781,0.30308,0.32558,0.51196,1904,2831,2837,2654,2618,2450,1366,851,757,385,1184,2014,2315,2066,1852,1091,2431,303,637,622,3365,305,676,492,981,1855,3484,3290,2708,1097,0.27871,0.18438,0.08215,0.25093,0.34008,45,0.28201,0.37456,0.57714,-13.35492,-9.31169,-14.96247,-8.47084,-14.00078,-10.60901,4.04323,1.43421,6.49163,6.49163,3.39177,1.31971,0,0,0,0,0,0,0,0,0,0,-13.35492,-9.31169,-14.96247,-8.47084,-14.00078,-10.60901,4.04323,1.43421,6.49163,6.49163,3.39177,1.31971,8197,6653,3738,2948,2905,4303,1735,2053,515,665
LR2018,Ndalu,Lungai,0.782286,34.90219,0.779332,34.90301,58582,scduma43,6.66,49,4.32,3.9625,9.022082,1255.388,7.8332,4.90243,1.53722,1.08395,1.0712,0.22714,0.46012,1.0712,0.43695,0.2634,0.2472,-0.50598,-0.60417,-0.63948,0.73572,2.04845,3.05263,3.54759,0.20388,0.47676,0.49781,1977,2785,2686,2454,2533,2258,1386,1151,805,451,1078,2025,3125,2882,2560,1256,3234,316,798,542,3297,303,725,502,1025,1940,3434,3234,2706,1187,0.27105,0.03623,0.05229,0.32791,0.3335,8.1301,0.11581,0.53215,0.56386,-14.08145,-9.50962,-14.65701,-9.24622,-13.41572,-9.58267,4.57183,1.48076,5.41078,5.41078,3.83305,1.4,0,0,0,0,0,0,0,0,0,0,-14.08145,-9.50962,-14.65701,-9.24622,-13.41572,-9.58267,4.57183,1.48076,5.41078,5.41078,3.83305,1.4,9347,6682,4050,1848,2070,4005,1825,2144,451,587
LR2018,Ndalu,Lungai,0.782286,34.90219,0.779332,34.90301,58582,scduma43,7.14,52,5.2,3.9625,31.23028,1546.218,7.8332,4.90243,1.53722,1.08395,1.0712,0.22714,0.46012,1.0712,0.43695,0.2634,0.2472,-0.50598,-0.60417,-0.63948,0.73572,2.04845,3.05263,3.54759,0.20388,0.47676,0.49781,1977,2785,2686,2454,2533,2258,1386,1151,805,451,1078,2025,3125,2882,2560,1256,3234,316,798,542,3297,303,725,502,1025,1940,3434,3234,2706,1187,0.27105,0.03623,0.05229,0.32791,0.3335,8.1301,0.11581,0.53215,0.56386,-14.08145,-9.50962,-14.65701,-9.24622,-13.41572,-9.58267,4.57183,1.48076,5.41078,5.41078,3.83305,1.4,0,0,0,0,0,0,0,0,0,0,-14.08145,-9.50962,-14.65701,-9.24622,-13.41572,-9.58267,4.57183,1.48076,5.41078,5.41078,3.83305,1.4,9347,6682,4050,1848,2070,4005,1825,2144,451,587
LR2018,Ndalu,Lungai,0.781454,34.90906,0.779332,34.90301,60338,scduma43,4.44,32,4.7,4.8325,-2.74185,1381.611,6.96629,1.67011,1.62709,1.15208,1.06797,0.19724,0.35591,1.06797,0.46814,0.33182,0.23218,-0.50299,-0.59669,-0.63581,0.73492,2.02405,2.95893,3.49168,0.17256,0.3474,0.52254,2114,2726,2267,2138,2042,1861,1292,1060,707,384,1217,2098,3085,2878,2662,1220,2506,294,633,586,3508,334,781,536,1109,1971,3536,3331,2863,1271,0.23863,0.16325,0.05391,0.25736,0.35487,56.30993,0.0866,0.40987,0.5637,-15.13441,-7.48101,-13.36912,-7.47376,-15.33392,-8.79956,7.6534,2.02304,5.89536,5.89536,6.53436,1.74258,0,0,0,0,0,0,0,0,0,0,-15.13441,-7.48101,-13.36912,-7.47376,-15.33392,-8.79956,7.6534,2.02304,5.89536,5.89536,6.53436,1.74258,8585,6730,4715,1601,2317,4214,1975,2193,525,670
LR2018,Ndalu,Lungai,0.781673,34.90206,0.779332,34.90301,64011,scduma43,7.14,52,6.48,6.1225,5.839118,1968.759,6.13901,3.81512,1.17708,1.16402,1.08125,0.38814,0.37788,1.08125,0.34228,0.30723,0.29319,-0.57523,-0.55323,-0.66164,0.73618,2.70848,2.47658,3.91088,0.38492,0.37884,0.48573,1831,2875,3222,3104,2951,2699,1575,800,837,392,1343,2262,3066,2865,2614,1415,2969,407,854,768,3251,270,662,494,959,1847,3343,3158,2587,1060,0.32054,0.15821,0.07153,0.30667,0.32883,345.96375,0.37206,0.37459,0.56177,-13.04527,-7.93244,-13.40044,-8.4703,-13.30048,-10.10629,5.11284,1.64455,4.93014,4.93014,3.19419,1.31606,0,0,0,0,0,0,0,0,0,0,-13.04527,-7.93244,-13.40044,-8.4703,-13.30048,-10.10629,5.11284,1.64455,4.93014,4.93014,3.19419,1.31606,9387,7051,3092,2285,2156,4239,1905,1769,358,652
LR2018,Ndalu,Lungai,0.787974,34.90391,0.779332,34.90301,65997,scduma43,7.14,52,6.52,6.0275,8.170883,1979.733,9.15826,4.09817,1.35123,1.24929,1.07283,0.27522,0.27421,1.07283,0.40613,0.37222,0.24603,-0.54218,-0.55977,-0.65255,0.73055,2.36856,2.5431,3.75629,0.25514,0.25662,0.4656,1717,2613,2828,2486,2650,2313,1371,940,738,397,1026,1840,2509,2324,2063,979,2055,296,580,647,3025,285,636,471,876,1762,3221,3109,2537,934,0.26578,0.23835,0.08621,0.21544,0.30614,163.61046,0.21058,0.28999,0.55691,-12.84071,-10.34054,-13.70557,-7.8112,-14.8534,-8.28268,2.50017,1.24178,5.89437,5.89437,6.57071,1.79331,0,0,0,0,0,0,0,0,0,0,-12.84071,-10.34054,-13.70557,-7.8112,-14.8534,-8.28268,2.50017,1.24178,5.89437,5.89437,6.57071,1.79331,8084,6229,3496,2708,2577,4047,2004,2101,555,632
